"year","individual_id","income","h_id","tax_income"
1981,1,9502.27507191401,1,9502.27507191401
1981,2,15595.438798527,1,15595.438798527
1981,3,228219.341868104,1,251041.276054914
1981,4,24483.6930990455,1,24483.6930990455
1981,5,26740.4212140833,2,26740.4212140833
1981,6,288542.445913498,2,320282.114963983
1981,7,43974.9005892619,2,43974.9005892619
1981,8,3302.41120256232,3,3302.41120256232
1981,9,7861.40578244759,3,7861.40578244759
1981,10,11288.1303920241,3,11288.1303920241
1981,11,138153.780638054,4,138153.780638054
1981,12,37787.0126010116,4,37787.0126010116
1981,13,40181.3073789094,5,40181.3073789094
1981,14,26004.4790655295,5,26004.4790655295
1981,15,9568.56282237255,5,9568.56282237255
1981,16,321376.851329864,6,427431.212268719
1981,17,46479.9221840888,6,46479.9221840888
1981,18,1152.94436308121,6,1152.94436308121
1981,19,63072.1035891016,6,63072.1035891016
1981,20,10837.9905956768,7,10837.9905956768
1981,21,4439.35529484634,7,4439.35529484634
1981,22,15883.524055165,7,15883.524055165
1981,23,4726.75087828271,7,4726.75087828271
1981,24,7380.99074639619,8,7380.99074639619
1981,25,8625.17988769242,8,8625.17988769242
1981,26,1754.53656216628,9,1754.53656216628
1981,27,77395.2406008272,9,77395.2406008272
1981,28,27724.1645068553,9,27724.1645068553
1981,29,3994.98296648172,9,3994.98296648172
1981,30,144454.864538291,10,144454.864538291
1981,31,41760.0880994402,10,41760.0880994402
1981,32,14148.9086871147,11,14148.9086871147
1981,33,84346.4914160776,11,84346.4914160776
1981,34,82223.8126994957,11,82223.8126994957
1981,35,75536.5272182053,11,75536.5272182053
1981,36,61880.4997735569,12,61880.4997735569
1981,37,50558.0004666537,12,50558.0004666537
1981,38,20073.0306451511,12,20073.0306451511
1981,39,13919.6390660633,12,13919.6390660633
1981,40,12447.7292846271,13,12447.7292846271
1981,41,7769.33249443477,13,7769.33249443477
1981,42,16124.9668036035,14,16124.9668036035
1981,43,3300.75157871046,14,3300.75157871046
1981,44,570024.116182463,14,632726.768962534
1981,45,134853.326640796,15,134853.326640796
1981,46,4086.0627198353,15,4086.0627198353
1981,47,12036.1842641627,15,12036.1842641627
1981,48,10938.2048231699,15,10938.2048231699
1981,49,70965.3974598354,16,70965.3974598354
1981,50,19437.2459801772,16,19437.2459801772
1981,51,32208.2455261452,17,32208.2455261452
1981,52,21103.1978948302,17,21103.1978948302
1981,53,20654.6202454563,17,20654.6202454563
1981,54,171596.904361467,17,217928.068539063
1981,55,15698.862264969,18,15698.862264969
1981,56,214208.668774124,18,287039.616157326
1981,57,2157.85681678167,19,2157.85681678167
1981,58,52940.32551175,19,52940.32551175
1981,59,26523.3661709232,20,26523.3661709232
1981,60,30452.1644622516,20,30452.1644622516
1981,61,38927.6169159728,21,38927.6169159728
1981,62,10368.3670517788,21,10368.3670517788
1981,63,13362.2510477539,22,13362.2510477539
1981,64,4779.71846559277,22,4779.71846559277
1981,65,4413.01390546031,22,4413.01390546031
1981,66,34727.7015185317,22,34727.7015185317
1981,67,43144.6916438616,23,43144.6916438616
1981,68,23849.209237245,23,23849.209237245
1981,69,87851.3272657795,23,87851.3272657795
1981,70,476930.963334357,24,529393.369301136
1981,71,10545.486747368,24,10545.486747368
1981,72,689.693079654949,24,689.693079654949
1981,73,99569.1629495201,25,99569.1629495201
1981,74,7602.24483834269,25,7602.24483834269
1981,75,7847.78868801884,25,7847.78868801884
1981,76,102575.773134759,25,102575.773134759
1981,77,14369.1738974819,26,14369.1738974819
1981,78,3529.5421240668,26,3529.5421240668
1981,79,28910.3580413886,27,28910.3580413886
1981,80,17884.0218003868,27,17884.0218003868
1981,81,22217.7384669773,27,22217.7384669773
1981,82,39258.3956280885,28,39258.3956280885
1981,83,12632.270281912,28,12632.270281912
1981,84,57905.3362645629,28,57905.3362645629
1981,85,15823.795925666,28,15823.795925666
1981,86,36231.0927851759,29,36231.0927851759
1981,87,114148.843411358,29,114148.843411358
1981,88,42309.724670119,30,42309.724670119
1981,89,13508.8812933381,30,13508.8812933381
1981,90,123403.089632023,30,123403.089632023
1981,91,97758.5345433952,30,97758.5345433952
1981,92,50141.0563380752,31,50141.0563380752
1981,93,31511.1774850281,31,31511.1774850281
1981,94,8588.16941665126,31,8588.16941665126
1981,95,169562.805788224,31,179736.574135517
1981,96,8951.80636395638,32,8951.80636395638
1981,97,585955.712359539,32,673849.06921347
1981,98,219457.953925361,33,294073.658259984
1981,99,15466.7751162674,33,15466.7751162674
1981,100,4723.79910305133,34,4723.79910305133
1981,101,7588.50707287191,34,7588.50707287191
1981,102,32380.9499299063,35,32380.9499299063
1981,103,15213.8607430795,35,15213.8607430795
1981,104,13077.9920588078,35,13077.9920588078
1981,105,5284.70537368083,36,5284.70537368083
1981,106,20587.8919547472,36,20587.8919547472
1981,107,6786.17881664679,36,6786.17881664679
1981,108,1804.58710718493,36,1804.58710718493
1981,109,12452.294966555,37,12452.294966555
1981,110,87421.3589696601,37,87421.3589696601
1981,111,9292.65475780314,37,9292.65475780314
1981,112,54827.4622488608,38,54827.4622488608
1981,113,1945.30866003283,38,1945.30866003283
1981,114,20265.1319792979,39,20265.1319792979
1981,115,48007.4173422423,39,48007.4173422423
1981,116,34604.1896979111,39,34604.1896979111
1981,117,25809.9225316789,39,25809.9225316789
1981,118,8424.8503086374,40,8424.8503086374
1981,119,6157.60683943189,40,6157.60683943189
1981,120,4740.06825366403,40,4740.06825366403
1981,121,26277.5409128559,40,26277.5409128559
1981,122,5317.65703685916,41,5317.65703685916
1981,123,10552.9828595982,41,10552.9828595982
1981,124,15000.8434979896,41,15000.8434979896
1981,125,350036.602947782,41,395541.361330994
1981,126,8283.9496743669,42,8283.9496743669
1981,127,31353.4584834342,42,31353.4584834342
1981,128,24758.9241406391,42,24758.9241406391
1981,129,5204.16761923265,42,5204.16761923265
1981,130,19792.0945304265,43,19792.0945304265
1981,131,192302.760689799,43,238455.423255351
1981,132,43358.4149393618,43,43358.4149393618
1981,133,23431.8006995461,43,23431.8006995461
1981,134,11687.2613190689,44,11687.2613190689
1981,135,1012.45076201465,44,1012.45076201465
1981,136,120211.241514009,44,120211.241514009
1981,137,2462.76478362965,44,2462.76478362965
1981,138,66830.9293318031,45,66830.9293318031
1981,139,386024.205035278,45,413045.899387747
1981,140,2525.41392392655,46,2525.41392392655
1981,141,63112.6499488447,46,63112.6499488447
1981,142,14864.093715477,46,14864.093715477
1981,143,2083.45689370446,46,2083.45689370446
1981,144,2271.05218187024,47,2271.05218187024
1981,145,1993.59683226178,47,1993.59683226178
1981,146,9933.22240761635,47,9933.22240761635
1981,147,2458.64735622164,48,2458.64735622164
1981,148,61813.3821385813,48,61813.3821385813
1981,149,514095.030088182,48,760860.644530509
1981,150,3195.35760164909,49,3195.35760164909
1981,151,71797.739497054,49,71797.739497054
1981,152,69812.1513355905,49,69812.1513355905
1981,153,36253.9590113346,50,36253.9590113346
1981,154,4853.40154499533,50,4853.40154499533
1981,155,18413.1634011264,50,18413.1634011264
1981,156,14463.8396618464,51,14463.8396618464
1981,157,51250.686899644,51,51250.686899644
1981,158,12598.6112151413,51,12598.6112151413
1981,159,95364.3482985973,52,95364.3482985973
1981,160,12558.1949227127,52,12558.1949227127
1981,161,106837.813129924,52,106837.813129924
1981,162,4565.27709008559,53,4565.27709008559
1981,163,3326.80323653983,53,3326.80323653983
1981,164,2846383.79412437,53,3159486.01147805
1981,165,11786.5416069765,53,11786.5416069765
1981,166,34452.6565718703,54,34452.6565718703
1981,167,57231.2015935276,54,57231.2015935276
1981,168,10660.8034074972,55,10660.8034074972
1981,169,47824.4869438978,55,47824.4869438978
1981,170,38309.255007344,56,38309.255007344
1981,171,15945.4569757909,56,15945.4569757909
1981,172,24292.9035157294,57,24292.9035157294
1981,173,20929.1691782111,57,20929.1691782111
1981,174,536422.753569985,58,745627.627462279
1981,175,7244.4856293168,58,7244.4856293168
1981,176,4255.66195239394,58,4255.66195239394
1981,177,23311.0458668642,59,23311.0458668642
1981,178,35091.7424578245,59,35091.7424578245
1981,179,42394.979168254,59,42394.979168254
1981,180,11075.0709468988,59,11075.0709468988
1981,181,4469.40602758407,60,4469.40602758407
1981,182,146499.568806448,60,159684.529999028
1981,183,13036.7088923448,61,13036.7088923448
1981,184,6013.31048915295,61,6013.31048915295
1981,185,15453.3431895154,61,15453.3431895154
1981,186,16386.8777850782,62,16386.8777850782
1981,187,116410.781501156,62,116410.781501156
1981,188,25011.8736799294,62,25011.8736799294
1981,189,68260.0993399482,62,68260.0993399482
1981,190,10415.6209665032,63,10415.6209665032
1981,191,30383.8946078198,63,30383.8946078198
1981,192,13534.146384151,63,13534.146384151
1981,193,25384.0243431998,63,25384.0243431998
1981,194,5749.99901814326,64,5749.99901814326
1981,195,3083.42940585323,64,3083.42940585323
1981,196,440567.997640033,64,621200.876672446
1981,197,54233.9966636416,65,54233.9966636416
1981,198,3371.43233261053,65,3371.43233261053
1981,199,8806.55073269313,65,8806.55073269313
1981,200,3721.11961256478,65,3721.11961256478
1981,201,596130.882426621,66,864389.7795186
1981,202,157726.762651589,66,198735.720941002
1981,203,14798.5194110721,66,14798.5194110721
1981,204,49751.2609924851,66,49751.2609924851
1981,205,11831.137167848,67,11831.137167848
1981,206,10781.9601289388,67,10781.9601289388
1981,207,6748.63636342655,67,6748.63636342655
1981,208,9027.89131141848,67,9027.89131141848
1981,209,262068.500537848,68,377378.640774501
1981,210,20311.810875591,68,20311.810875591
1981,211,26340.6289894336,69,26340.6289894336
1981,212,31746.2899142545,69,31746.2899142545
1981,213,139904.288990457,69,139904.288990457
1981,214,10156.8562961579,70,10156.8562961579
1981,215,4970.31886217495,70,4970.31886217495
1981,216,271996.750524259,71,320956.165618626
1981,217,11364.5617553592,71,11364.5617553592
1981,218,7445.76761886219,71,7445.76761886219
1981,219,3448.14030160022,71,3448.14030160022
1981,220,3206.47158391253,72,3206.47158391253
1981,221,9311.81945214405,72,9311.81945214405
1981,222,55657.8677435302,73,55657.8677435302
1981,223,116398.183489172,73,116398.183489172
1981,224,63664.5091922262,73,63664.5091922262
1981,225,12765.6602826361,74,12765.6602826361
1981,226,24091.7540680302,74,24091.7540680302
1981,227,7654.93107766126,74,7654.93107766126
1981,228,7511.36704114062,74,7511.36704114062
1981,229,83031.5345089882,75,83031.5345089882
1981,230,4801.15182713018,75,4801.15182713018
1981,231,413718.449689375,75,579205.829565125
1981,232,19235.6500359735,76,19235.6500359735
1981,233,30388.1570249475,76,30388.1570249475
1981,234,7275.06802775869,76,7275.06802775869
1981,235,9306.02171046269,77,9306.02171046269
1981,236,3054.81954628559,77,3054.81954628559
1981,237,16740.9303245236,77,16740.9303245236
1981,238,41294.0461436704,78,41294.0461436704
1981,239,35826.9798712315,78,35826.9798712315
1981,240,6820.54915882654,79,6820.54915882654
1981,241,6748.44268367846,79,6748.44268367846
